case_id,symptom_text_zh,reference_prescription,herb,molecules,herb_prescriptions,herb_functions
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,当归(Angelicae Sinensis Radix),CC1=CC[C@@]2(CCCC([C@]23[C@H]1C3)(C)C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C | C1=CC=C(C=C1)C2=CC(=S)C=C(S2)C3=CC=CC=C3,温经汤 | 一贯煎 | 桃红四物汤 | 当归饮子 | 当归补血汤 | 金水六君煎 | 济川煎 | 清肺汤 | 宣郁通经汤 | 当归四逆汤 | 当归建中汤 | 当归六黄汤 | 身痛逐瘀汤 | 三痹汤 | 清胃散 | 圣愈汤 | 乌药汤 | 大秦艽汤 | 暖肝煎 | 托里消毒散 | 清上蠲痛汤 | 蠲痹汤 | 清肝止淋汤 | 四妙勇安汤 | 黄连膏 | 凉血地黄汤 | 当归散 | 温脾丸 | 苏子降气汤 | 佛手散 | 芍药汤 | 门冬清肺饮 | 大补元煎 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 解郁汤 | 固本止崩汤 | 养精种玉汤 | 定经汤 | 调肝汤 | 柴胡清肝汤 | 四物消风饮 | 地黄饮 | 凉血四物汤 | 滋水清肝饮 | 膈下逐瘀汤 | 会厌逐瘀汤 | 补肾活血汤 | 活络效灵丹,"It has the effects of nourishing blood, promoting blood circulation, regulating menstruation, relieving pain, and moistening intestines to relieve constipation."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,荆芥穗（Schizonepetae Spica）,CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(/C)\CCC=C(C)C)/C)/C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O,当归饮子 | 槐花散 | 凉血地黄汤 | 羌活胜风汤 | 清胃汤 | 定经汤 | 四物消风饮,"It has the effects of dispersing wind-cold, promoting eruption to relieve itching, and stopping bleeding."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,防风（Saposhnikoviae Radix）,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C4C(=CC(=C3O2)OC)C=CC(=O)O4)CO)O | C/C=C(\C)/C(=O)O[C@H]1[C@@H](C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)/C(=C/C)/C | C/C=C(/C)\C(=O)O[C@H]1CC2=C(C=C3C(=C2O)C(=O)C=C(O3)CO)OC1(C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,小续命汤 | 当归饮子 | 羌活胜湿汤 | 泻黄散 | 桂枝芍药知母汤 | 升阳益胃汤 | 辛夷散 | 三痹汤 | 大秦艽汤 | 清上蠲痛汤 | 除湿胃苓汤 | 延年薯蓣酒 | 羌活胜风汤 | 清胃汤 | 柴胡清肝汤 | 四物消风饮,"It has the effects of releasing the exterior and dispelling wind, overcoming dampness, and stopping convulsions."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,赤芍（ Radix Paeoniae Rubra）,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O | CC12CC3C4CC1(C4(C(=O)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(OC6O2)CO)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,牛蒡甘桔汤 | 柴葛解肌汤 | 柴胡清肝汤 | 四物消风饮 | 凉血四物汤 | 通窍活血汤 | 膈下逐瘀汤 | 会厌逐瘀汤,It has the effects of promoting blood circulation to remove blood stasis and clearing heat and cooling blood.
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,川芎(Chuanxiong Rhizoma),CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC | C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(O4)CO | CC1=CC(=O)C=C(C1=O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C | C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N | COC1=C2C=C(CCCCC(=O)CCC3=CC2=C(C=C3)O)C(=C1OC)O,温经汤 | 桃红四物汤 | 小续命汤 | 当归饮子 | 羌活胜湿汤 | 身痛逐瘀汤 | 散偏汤 | 辛夷散 | 三痹汤 | 圣愈汤 | 大秦艽汤 | 托里消毒散 | 清上蠲痛汤 | 蠲痹汤 | 当归散 | 佛手散 | 羌活胜风汤 | 牛蒡甘桔汤 | 泰山磐石散 | 滋阴降火汤 | 柴胡清肝汤 | 四物消风饮 | 凉血四物汤 | 通窍活血汤 | 膈下逐瘀汤,"It has the effects of activating blood circulation, promoting qi movement, dispelling wind, and relieving pain."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,白鲜皮（Dictamni Cortex）,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O | C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,四物消风饮,"It has the effects of clearing heat and drying dampness, dispelling wind and relieving itching, and detoxifying."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,蝉蜕（Cicadae Periostracum）,CC(=O)N/C=C/C1=CC2=C(C=C1)O[C@@H]([C@H](O2)C3=CC(=C(C=C3)O)O)NC(=O)C | CC(=O)NCCC1=CC2=C(C=C1)O[C@@H]([C@H](O2)NC(=O)C)C3=CC(=C(C=C3)O)O | CC(=O)NCCC1=CC2=C(C=C1)O[C@@H]([C@H](O2)C3=CC(=C(C=C3)O)O)NC(=O)C,四物消风饮 | 升降散,"It has the effects of improving eyesight, removing nebula, dispersing wind-heat, benefiting the throat, relieving wind-induced spasm, and promoting eruptions."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,薄荷（ Menthae Herba）,CC1(CC(C2=CC=CC=C2N1C(=O)CSC3=NCCS3)(C)C4=CC=CC=C4)C | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O | C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O | COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,地黄饮子 | 羌活胜风汤 | 解郁汤 | 四物消风饮,"It has the effects of dissipating wind-heat, clearing the head and eyes, and promoting eruption ."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,独活（Radix Angelicae Biseratae）,C/C=C(/C)\C(=O)O[C@H](C1=C(C=C2C(=C1)C=CC(=O)O2)OC)[C@H](C(C)(C)O)O | CC(C)CC(=O)O[C@H](C1=C(C=C2C(=C1)C=CC(=O)O2)OC)[C@H](C(C)(C)O)O | CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C | CC(=O)OC(C)(C)[C@@H]1CC2=C(O1)C=CC3=C2OC(=O)C=C3 | CC(C)([C@H]1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,羌活胜湿汤 | 升阳益胃汤 | 三痹汤 | 大秦艽汤 | 清上蠲痛汤 | 蠲痹汤 | 羌活胜风汤 | 四物消风饮 | 补肾活血汤,"It has the effects of dispelling wind and eliminating dampness, unblocking impediment and relieving pain."
S043,热毒引起的症状、血虚、风邪引起的症状,四物消风饮,柴胡（Radix Bupleuri）,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O | COC1=C(C=C(C(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O)O | C1[C@@H]([C@H]([C@H](O1)O)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5 | CC1(CCCC23[C@@H]1[C@@H](C([C@]45[C@H]2CC[C@H](C4O)C(=C)C5=O)(OC3)O)O)C | C/C=C(\C)/C(=O)O[C@H]1[C@H](C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)/C(=C/C)/C,升陷汤 | 宣郁通经汤 | 升阳益胃汤 | 完带汤 | 散偏汤 | 柴胡桂枝汤 | 柴胡桂枝干姜汤 | 佛手散 | 普济消毒饮子 | 羌活胜风汤 | 滋阴降火汤 | 定经汤 | 柴葛解肌汤 | 柴胡清肝汤 | 四物消风饮 | 滋水清肝饮 | 柴胡陷胸汤 | 会厌逐瘀汤,"It has the effects of dispersing and reducing fever, soothing the liver, and lifting yang."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,地黄(Rehmanniae Radix Praeparata),CCCCC/C=C\C/C=C\CCCCCCCC(=O)O | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C | CO[C@@H]1CC2C([C@H](O1)OC)C3(C(C2O)O3)CO | C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4[C@H](CCC4=C)C(=CO3)C(=O)OC)O)O)O)O)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,一贯煎 | 桃红四物汤 | 当归饮子 | 百合地黄汤 | 当归六黄汤 | 保阴煎 | 甘露饮 | 三痹汤 | 清胃散 | 圣愈汤 | 大秦艽汤 | 三甲复脉汤 | 益胃汤 | 清肝止淋汤 | 黄连膏 | 凉血地黄汤 | 驻景丸 | 茜根散 | 滋阴降火汤 | 柴葛解肌汤 | 柴胡清肝汤 | 四物消风饮 | 地黄饮 | 凉血四物汤 | 增液承气汤 | 会厌逐瘀汤,"It has the effects of tonifying essence and replenishing marrow, nourishing blood, and supplementing yin."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,何首乌（ Radix Polygoni multiflori）,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O | CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC | C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O | C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O | C1=CC(=CC=C1/C=C/C2=C(C(=CC(=C2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,当归饮子 | 地黄饮,"It has the effects of detoxifying, relieving pain and swelling, and moistening the intestines to relieve constipation."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,熟地黄（Rehmanniae Radix Praeparata）,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,地黄饮子 | 金水六君煎 | 当归六黄汤 | 玉女煎 | 保阴煎 | 固阴煎 | 甘露饮 | 圣愈汤 | 大秦艽汤 | 清经散 | 驻景丸 | 大补元煎 | 左归饮 | 泰山磐石散 | 滋阴降火汤 | 固本止崩汤 | 养精种玉汤 | 定经汤 | 阳和汤 | 地黄饮 | 滋水清肝饮 | 补肾活血汤,"It has the effects of tonifying essence and replenishing marrow, nourishing blood, and supplementing yin."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,当归(Angelicae Sinensis Radix),CC1=CC[C@@]2(CCCC([C@]23[C@H]1C3)(C)C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C | C1=CC=C(C=C1)C2=CC(=S)C=C(S2)C3=CC=CC=C3,温经汤 | 一贯煎 | 桃红四物汤 | 当归饮子 | 当归补血汤 | 金水六君煎 | 济川煎 | 清肺汤 | 宣郁通经汤 | 当归四逆汤 | 当归建中汤 | 当归六黄汤 | 身痛逐瘀汤 | 三痹汤 | 清胃散 | 圣愈汤 | 乌药汤 | 大秦艽汤 | 暖肝煎 | 托里消毒散 | 清上蠲痛汤 | 蠲痹汤 | 清肝止淋汤 | 四妙勇安汤 | 黄连膏 | 凉血地黄汤 | 当归散 | 温脾丸 | 苏子降气汤 | 佛手散 | 芍药汤 | 门冬清肺饮 | 大补元煎 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 解郁汤 | 固本止崩汤 | 养精种玉汤 | 定经汤 | 调肝汤 | 柴胡清肝汤 | 四物消风饮 | 地黄饮 | 凉血四物汤 | 滋水清肝饮 | 膈下逐瘀汤 | 会厌逐瘀汤 | 补肾活血汤 | 活络效灵丹,"It has the effects of nourishing blood, promoting blood circulation, regulating menstruation, relieving pain, and moistening intestines to relieve constipation."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,牡丹皮（Cortex Moutan）,C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O | C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O | C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,温经汤 | 宣郁通经汤 | 化肝煎 | 清胃散 | 清经散 | 清肝止淋汤 | 柴葛解肌汤 | 地黄饮 | 滋水清肝饮 | 膈下逐瘀汤,"It has the effects of clearing heat and cooling blood, activating blood circulation and dissipating blood stasis."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,玄参（Figwort Root ）,C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O | CC(C)C1=C(C=C2C(=C1)C(=O)C[C@@H]3[C@@]2(CCCC3(C)C)C)O | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,两地汤 | 四妙勇安汤 | 普济消毒饮子 | 消瘰丸 | 地黄饮 | 增液承气汤 | 会厌逐瘀汤,"It has the effects of cooling blood to nourish yin, and purging fire to detoxify."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,蒺藜（Tribulifructus）,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O | COC1=C(C=CC(=C1)/C=C\C(=O)NCCC2=CC=C(C=C2)O)O | COC1=C(C=CC(=C1)/C=C/C(=O)NCC(=O)C2=CC=C(C=C2)O)O,当归饮子 | 地黄饮,"It has the effects of pacifying the liver to relieve stagnation, activating blood circulation to dispel wind, improving vision, and stopping itching."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,白僵蚕（ Beauveria bassiana bassiana (Bals.) Vaillant）,C([C@@H](C(=O)O)N)C(=O)O | CCCCCCC(C)C1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)[C@@H](C)CC)CC2=CC=CC=C2)C(C)C | CC(C)CC1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C | CCC(C)/C=C(\C)/C=C/C=C/C(=O)C1=C(C(=CN(C1=O)O)C2=CC=C(C=C2)O)O | CC(C)C[C@@H](C(=O)O)N,普济消毒饮子 | 地黄饮 | 升降散,"It has the effects of resolving phlegm, dissipating nodules, benefiting the throat, dispelling wind and relieving spasm, clearing heat, and detoxifying."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,红花（Carthami Flos）,CC1=C[C@@H](CC([C@H]1/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/[C@H]2C=C3[C@](O2)(C[C@H](CC3(C)C)O)C)/C)/C)(C)C)O | COC1=CC(=C/C=C/C=C2C=C(C(=O)C(=C2)OC)OC)C=C(C1=O)OC | CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C | C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O,桃红四物汤 | 身痛逐瘀汤 | 地黄饮 | 凉血四物汤 | 通窍活血汤 | 膈下逐瘀汤 | 会厌逐瘀汤 | 补肾活血汤,"It has the effects of activating blood circulation to promote menstruation, dissipating blood stasis and alleviating pain."
S044,热毒引起的症状、便秘、痉挛性疼痛、风热引起的痉挛,地黄饮,甘草(licorice ),CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C | CC1(C=CC2=C(O1)C=CC3=C2OC[C@@H]4[C@H]3OC5=C4C=CC(=C5)O)C | CC1(CCC2=C(O1)C=C3C(=C2OC)C=C(C(=O)O3)C4=C(C=C(C=C4)O)O)CO | CC1(C=CC2=C(O1)C=CC(=C2O)C3COC4=C(C3=O)C(=CC(=C4)O)OC)C | CC(=CCC1=C(C=CC2=C1OC(=O)C3=C2OC4=C3C=CC(=C4)O)O)C,苓桂术甘汤 | 温经汤 | 枇杷清肺饮 | 二冬汤 | 桃核承气汤 | 芍药甘草汤 | 半夏泻心汤 | 麦门冬汤 | 温胆汤 | 小续命汤 | 当归饮子 | 泻白散 | 清心莲子饮 | 羌活胜湿汤 | 清金化痰汤 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 宣郁通经汤 | 异功散 | 泻黄散 | 白术散 | 消乳丸 | 人参五味子汤 | 清宁散 | 竹叶石膏汤 | 麻黄汤 | 当归四逆汤 | 桂枝芍药知母汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 保阴煎 | 固阴煎 | 清骨散 | 达原饮 | 沙参麦冬汤 | 完带汤 | 身痛逐瘀汤 | 散偏汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 甘姜苓术汤 | 厚朴七物汤 | 温脾汤 | 竹茹汤 | 辛夷散 | 实脾散 | 甘露饮 | 华盖散 | 三痹汤 | 乌药汤 | 大秦艽汤 | 托里消毒散 | 清上蠲痛汤 | 养胃汤 | 石决明散 | 三甲复脉汤 | 蠲痹汤 | 四妙勇安汤 | 除湿胃苓汤 | 清燥救肺汤 | 凉血地黄汤 | 桂枝甘草汤 | 栀子柏皮汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 通脉四逆汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 柴胡桂枝干姜汤 | 桂枝人参汤 | 生姜泻心汤 | 白虎加人参汤 | 调胃承气汤 | 桔梗汤 | 防己黄芪汤 | 苓甘五味姜辛汤 | 防己茯苓汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 苏子降气汤 | 香苏散 | 升麻葛根汤 | 平胃散 | 六和汤 | 五虎汤 | 芍药汤 | 门冬清肺饮 | 普济消毒饮子 | 羌活胜风汤 | 牛蒡甘桔汤 | 大补元煎 | 左归饮 | 举元煎 | 茜根散 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 调肝汤 | 柴葛解肌汤 | 茵陈术附汤 | 阳和汤 | 柴胡清肝汤 | 地黄饮 | 凉血四物汤 | 膈下逐瘀汤 | 会厌逐瘀汤,"It has the effects of tonifying the spleen and replenishing qi, clearing heat and detoxifying, dispelling phlegm and stopping cough, relieving spasm and alleviating pain, as well as harmonizing the actions of other herbs."
S045,呕吐、气滞引起的不适、便秘,凉血四物汤,当归(Angelicae Sinensis Radix),CC1=CC[C@@]2(CCCC([C@]23[C@H]1C3)(C)C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C | C1=CC=C(C=C1)C2=CC(=S)C=C(S2)C3=CC=CC=C3,温经汤 | 一贯煎 | 桃红四物汤 | 当归饮子 | 当归补血汤 | 金水六君煎 | 济川煎 | 清肺汤 | 宣郁通经汤 | 当归四逆汤 | 当归建中汤 | 当归六黄汤 | 身痛逐瘀汤 | 三痹汤 | 清胃散 | 圣愈汤 | 乌药汤 | 大秦艽汤 | 暖肝煎 | 托里消毒散 | 清上蠲痛汤 | 蠲痹汤 | 清肝止淋汤 | 四妙勇安汤 | 黄连膏 | 凉血地黄汤 | 当归散 | 温脾丸 | 苏子降气汤 | 佛手散 | 芍药汤 | 门冬清肺饮 | 大补元煎 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 解郁汤 | 固本止崩汤 | 养精种玉汤 | 定经汤 | 调肝汤 | 柴胡清肝汤 | 四物消风饮 | 地黄饮 | 凉血四物汤 | 滋水清肝饮 | 膈下逐瘀汤 | 会厌逐瘀汤 | 补肾活血汤 | 活络效灵丹,"It has the effects of nourishing blood, promoting blood circulation, regulating menstruation, relieving pain, and moistening intestines to relieve constipation."
S045,呕吐、气滞引起的不适、便秘,凉血四物汤,地黄(Rehmanniae Radix Praeparata),CCCCC/C=C\C/C=C\CCCCCCCC(=O)O | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C | CO[C@@H]1CC2C([C@H](O1)OC)C3(C(C2O)O3)CO | C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4[C@H](CCC4=C)C(=CO3)C(=O)OC)O)O)O)O)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,一贯煎 | 桃红四物汤 | 当归饮子 | 百合地黄汤 | 当归六黄汤 | 保阴煎 | 甘露饮 | 三痹汤 | 清胃散 | 圣愈汤 | 大秦艽汤 | 三甲复脉汤 | 益胃汤 | 清肝止淋汤 | 黄连膏 | 凉血地黄汤 | 驻景丸 | 茜根散 | 滋阴降火汤 | 柴葛解肌汤 | 柴胡清肝汤 | 四物消风饮 | 地黄饮 | 凉血四物汤 | 增液承气汤 | 会厌逐瘀汤,"It has the effects of tonifying essence and replenishing marrow, nourishing blood, and supplementing yin."
S045,呕吐、气滞引起的不适、便秘,凉血四物汤,川芎(Chuanxiong Rhizoma),CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC | C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(O4)CO | CC1=CC(=O)C=C(C1=O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C | C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N | COC1=C2C=C(CCCCC(=O)CCC3=CC2=C(C=C3)O)C(=C1OC)O,温经汤 | 桃红四物汤 | 小续命汤 | 当归饮子 | 羌活胜湿汤 | 身痛逐瘀汤 | 散偏汤 | 辛夷散 | 三痹汤 | 圣愈汤 | 大秦艽汤 | 托里消毒散 | 清上蠲痛汤 | 蠲痹汤 | 当归散 | 佛手散 | 羌活胜风汤 | 牛蒡甘桔汤 | 泰山磐石散 | 滋阴降火汤 | 柴胡清肝汤 | 四物消风饮 | 凉血四物汤 | 通窍活血汤 | 膈下逐瘀汤,"It has the effects of activating blood circulation, promoting qi movement, dispelling wind, and relieving pain."
S045,呕吐、气滞引起的不适、便秘,凉血四物汤,赤芍（ Radix Paeoniae Rubra）,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O | CC12CC3C4CC1(C4(C(=O)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(OC6O2)CO)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,牛蒡甘桔汤 | 柴葛解肌汤 | 柴胡清肝汤 | 四物消风饮 | 凉血四物汤 | 通窍活血汤 | 膈下逐瘀汤 | 会厌逐瘀汤,It has the effects of promoting blood circulation to remove blood stasis and clearing heat and cooling blood.
